match_id,EndID,TeamID,ShotID,shot_type,Points,pressure_combined
24250026_3_1,5,12,22,Takeout,4,low
24250026_3_1,7,44,8,Draw/Offense,0,very_high
24250026_3_1,7,44,16,Takeout,4,very_high
24250026_3_1,7,44,18,Draw/Offense,3,very_high
24250026_3_1,7,44,20,Draw/Offense,3,very_high
24250026_3_1,7,44,22,Takeout,2,very_high
24250026_3_2,4,15,8,Guard/Setup,4,low
24250026_3_2,4,15,16,Draw/Offense,0,low
24250026_3_2,4,15,18,Draw/Offense,4,low
24250026_3_2,4,15,20,Draw/Offense,4,low
24250026_3_2,4,15,22,Draw/Offense,0,low
24250026_3_4,7,25,8,Draw/Offense,2,medium
24250026_3_4,7,25,16,Draw/Offense,3,medium
24250026_3_4,7,25,18,Takeout,4,medium
24250026_3_4,7,25,20,Draw/Offense,0,medium
24250026_3_4,7,25,22,Takeout,0,medium
24250026_3_5,6,43,8,Guard/Setup,4,medium
24250026_3_5,6,43,16,Draw/Offense,0,medium
24250026_3_5,6,43,18,Draw/Offense,3,medium
24250026_3_5,6,43,20,Draw/Offense,4,medium
24250026_3_5,6,43,22,Draw/Offense,4,medium
24250026_3_5,7,14,8,Draw/Offense,4,high
24250026_3_5,7,14,16,Takeout,4,high
24250026_3_5,7,14,18,Draw/Offense,4,high
24250026_3_5,7,14,20,Takeout,4,high
24250026_3_5,7,14,22,Takeout,4,high
24250026_4_1,6,18,8,Draw/Offense,2,medium
24250026_4_1,6,18,16,Draw/Offense,4,medium
24250026_4_1,6,18,18,Draw/Offense,3,medium
24250026_4_1,6,18,20,Draw/Offense,4,medium
24250026_4_1,6,18,22,Draw/Offense,4,medium
24250026_4_2,7,16,8,Draw/Offense,3,very_high
24250026_4_2,7,16,16,Draw/Offense,3,very_high
24250026_4_2,7,16,18,Takeout,4,very_high
24250026_4_2,7,16,20,Takeout,1,very_high
24250026_4_2,7,16,22,Draw/Offense,4,very_high
24250026_4_3,4,34,8,Draw/Offense,1,low
24250026_4_3,4,34,16,Takeout,4,low
24250026_4_3,4,34,18,Takeout,4,low
24250026_4_3,4,34,20,Takeout,4,low
24250026_4_3,4,34,22,Takeout,4,low
24250026_4_3,5,30,8,Draw/Offense,4,low
24250026_4_3,5,30,16,Takeout,4,low
24250026_4_3,5,30,18,Takeout,4,low
24250026_4_3,5,30,20,Takeout,2,low
24250026_4_3,5,30,22,Takeout,0,low
24250026_4_4,5,51,8,Guard/Setup,4,low
24250026_4_4,5,51,16,Draw/Offense,3,low
24250026_4_4,5,51,18,Draw/Offense,2,low
24250026_4_4,5,51,20,Draw/Offense,4,low
24250026_4_4,5,51,22,Draw/Offense,4,low
24250026_5_1,6,43,8,Draw/Offense,9,medium
24250026_5_1,6,43,16,Draw/Offense,2,medium
24250026_5_1,6,43,18,Takeout,4,medium
24250026_5_1,6,43,20,Draw/Offense,4,medium
24250026_5_1,6,43,22,Draw/Offense,0,medium
24250026_5_1,7,25,8,Draw/Offense,4,medium
24250026_5_1,7,25,16,Draw/Offense,4,medium
24250026_5_1,7,25,18,Draw/Offense,4,medium
24250026_5_1,7,25,20,Draw/Offense,4,medium
24250026_5_1,7,25,22,Takeout,0,medium
24250026_5_2,6,10,8,Draw/Offense,4,medium
24250026_5_2,6,10,16,Takeout,4,medium
24250026_5_2,6,10,18,Draw/Offense,4,medium
24250026_5_2,6,10,20,Draw/Offense,4,medium
24250026_5_2,6,10,22,Draw/Offense,4,medium
24250026_5_2,7,19,8,Draw/Offense,4,high
24250026_5_2,7,19,16,Draw/Offense,4,high
24250026_5_2,7,19,18,Takeout,2,high
24250026_5_2,7,19,20,Takeout,4,high
24250026_5_2,7,19,22,Draw/Offense,4,high
24250026_5_3,6,12,8,Draw/Offense,3,medium
24250026_5_3,6,12,16,Draw/Offense,4,medium
24250026_5_3,6,12,18,Draw/Offense,4,medium
24250026_5_3,6,12,20,Takeout,2,medium
24250026_5_3,6,12,22,Draw/Offense,4,medium
24250026_5_3,7,15,8,Draw/Offense,4,medium
24250026_5_3,7,15,16,Draw/Offense,3,medium
24250026_5_3,7,15,18,Draw/Offense,4,medium
24250026_5_3,7,15,20,Draw/Offense,3,medium
24250026_5_3,7,15,22,Takeout,2,medium
24250026_5_4,7,14,8,Guard/Setup,4,high
24250026_5_4,7,14,16,Takeout,4,high
24250026_5_4,7,14,18,Takeout,4,high
24250026_5_4,7,14,20,Draw/Offense,4,high
24250026_5_4,7,14,22,Draw/Offense,4,high
24250026_5_5,4,44,8,Draw/Offense,2,low
24250026_5_5,4,44,16,Draw/Offense,2,low
24250026_5_5,4,44,18,Draw/Offense,1,low
24250026_5_5,4,44,20,Guard/Setup,1,low
24250026_5_5,4,44,22,Takeout,4,low
24250026_6_1,4,51,8,Draw/Offense,1,low
24250026_6_1,4,51,16,Draw/Offense,4,low
24250026_6_1,4,51,18,Takeout,0,low
24250026_6_1,4,51,20,Takeout,4,low
24250026_6_1,4,51,22,Draw/Offense,4,low
24250026_6_2,6,37,8,Draw/Offense,3,medium
24250026_6_2,6,37,16,Draw/Offense,4,medium
24250026_6_2,6,37,18,Draw/Offense,4,medium
24250026_6_2,6,37,20,Guard/Setup,0,medium
24250026_6_2,6,37,22,Draw/Offense,0,medium
24250026_6_4,5,30,8,Guard/Setup,3,low
24250026_6_4,5,30,16,Takeout,4,low
24250026_6_4,5,30,18,Takeout,4,low
24250026_6_4,5,30,20,Draw/Offense,4,low
24250026_6_4,5,30,22,Draw/Offense,4,low
24250026_7_1,5,11,8,Draw/Offense,4,medium
24250026_7_1,5,11,16,Draw/Offense,4,medium
24250026_7_1,5,11,18,Draw/Offense,4,medium
24250026_7_1,5,11,20,Takeout,4,medium
24250026_7_1,5,11,22,Takeout,4,medium
24250026_7_2,5,12,8,Draw/Offense,4,low
24250026_7_2,5,12,16,Draw/Offense,2,low
24250026_7_2,5,12,18,Takeout,4,low
24250026_7_2,5,12,20,Draw/Offense,4,low
24250026_7_2,5,12,22,Draw/Offense,0,low
24250026_7_2,6,14,8,Draw/Offense,4,medium
24250026_7_2,6,14,16,Draw/Offense,4,medium
24250026_7_2,6,14,18,Takeout,4,medium
24250026_7_2,6,14,20,Draw/Offense,4,medium
24250026_7_2,6,14,22,Draw/Offense,4,medium
24250026_7_3,5,19,8,Draw/Offense,3,medium
24250026_7_3,5,19,16,Draw/Offense,4,medium
24250026_7_3,5,19,18,Draw/Offense,4,medium
24250026_7_3,5,19,20,Draw/Offense,4,medium
24250026_7_3,5,19,22,Takeout,4,medium
24250026_7_3,6,44,8,Draw/Offense,2,medium
24250026_7_3,6,44,16,Draw/Offense,4,medium
24250026_7_3,6,44,18,Takeout,4,medium
24250026_7_3,6,44,20,Draw/Offense,4,medium
24250026_7_3,6,44,22,Takeout,4,medium
24250026_7_4,7,25,8,Draw/Offense,0,high
24250026_7_4,7,25,16,Takeout,4,high
24250026_7_4,7,25,18,Takeout,4,high
24250026_7_4,7,25,20,Takeout,2,high
24250026_7_4,7,25,22,Draw/Offense,0,high
24250026_7_5,6,43,8,Draw/Offense,3,medium
24250026_7_5,6,43,16,Takeout,4,medium
24250026_7_5,6,43,18,Draw/Offense,3,medium
24250026_7_5,6,43,20,Takeout,4,medium
24250026_7_5,6,43,22,Draw/Offense,0,medium
24250026_8_2,8,20,8,Draw/Offense,4,high
24250026_8_2,8,20,16,Takeout,3,high
24250026_8_2,8,20,18,Draw/Offense,4,high
24250026_8_2,8,20,20,Takeout,4,high
24250026_8_2,8,20,22,Takeout,4,high
24250026_8_3,6,37,8,Draw/Offense,2,medium
24250026_8_3,6,37,16,Draw/Offense,4,medium
24250026_8_3,6,37,18,Draw/Offense,4,medium
24250026_8_3,6,37,20,Draw/Offense,4,medium
24250026_8_3,6,37,22,Draw/Offense,0,medium
24250026_8_3,8,18,8,Draw/Offense,0,medium
24250026_8_3,8,18,16,Takeout,4,medium
24250026_8_3,8,18,18,Draw/Offense,1,medium
24250026_8_3,8,18,20,Takeout,4,medium
24250026_8_3,8,18,22,Takeout,4,medium
24250026_8_4,7,51,8,Draw/Offense,4,very_high
24250026_8_4,7,51,16,Draw/Offense,4,very_high
24250026_8_4,7,51,18,Takeout,2,very_high
24250026_8_4,7,51,20,Takeout,2,very_high
24250026_8_4,7,51,22,Draw/Offense,4,very_high
24250026_8_4,8,34,8,Draw/Offense,4,very_high
24250026_8_4,8,34,16,Draw/Offense,4,very_high
24250026_8_4,8,34,18,Draw/Offense,4,very_high
24250026_8_4,8,34,20,Draw/Offense,4,very_high
24250026_8_4,8,34,22,Takeout,0,very_high
24250026_8_5,6,46,8,Draw/Offense,3,medium
24250026_8_5,6,46,16,Draw/Offense,4,medium
24250026_8_5,6,46,18,Takeout,4,medium
24250026_8_5,6,46,20,Takeout,3,medium
24250026_8_5,6,46,22,Draw/Offense,4,medium
24250026_9_1,5,14,8,Draw/Offense,4,low
24250026_9_1,5,14,16,Draw/Offense,4,low
24250026_9_1,5,14,18,Takeout,3,low
24250026_9_1,5,14,20,Draw/Offense,2,low
24250026_9_1,5,14,22,Draw/Offense,0,low
24250026_9_1,6,44,8,Draw/Offense,0,medium
24250026_9_1,6,44,16,Draw/Offense,4,medium
24250026_9_1,6,44,18,Draw/Offense,4,medium
24250026_9_1,6,44,20,Draw/Offense,3,medium
24250026_9_1,6,44,22,Draw/Offense,4,medium
24250026_9_2,4,11,8,Draw/Offense,2,low
24250026_9_2,4,11,16,Draw/Offense,1,low
24250026_9_2,4,11,18,Draw/Offense,4,low
24250026_9_2,4,11,20,Guard/Setup,4,low
24250026_9_2,4,11,22,Draw/Offense,4,low
24250026_9_3,6,24,8,Guard/Setup,4,medium
24250026_9_3,6,24,16,Draw/Offense,0,medium
24250026_9_3,6,24,18,Draw/Offense,4,medium
24250026_9_3,6,24,20,Draw/Offense,4,medium
24250026_9_3,6,24,22,Draw/Offense,4,medium
24250026_9_3,7,10,8,Draw/Offense,4,high
24250026_9_3,7,10,16,Draw/Offense,1,high
24250026_9_3,7,10,18,Draw/Offense,1,high
24250026_9_3,7,10,20,Draw/Offense,4,high
24250026_9_3,7,10,22,Takeout,0,high
24250026_9_4,7,19,8,Guard/Setup,4,medium
24250026_9_4,7,19,16,Takeout,4,medium
24250026_9_4,7,19,18,Takeout,4,medium
24250026_9_4,7,19,20,Takeout,4,medium
24250026_9_4,7,19,22,Takeout,4,medium
24250026_9_5,5,12,8,Draw/Offense,4,medium
24250026_9_5,5,12,16,Draw/Offense,4,medium
24250026_9_5,5,12,18,Draw/Offense,4,medium
24250026_9_5,5,12,20,Takeout,4,medium
24250026_9_5,5,12,22,Draw/Offense,0,medium
24250026_9_5,6,25,8,Draw/Offense,4,medium
24250026_9_5,6,25,16,Takeout,4,medium
24250026_9_5,6,25,18,Draw/Offense,3,medium
24250026_9_5,6,25,20,Draw/Offense,4,medium
24250026_9_5,6,25,22,Draw/Offense,0,medium
24250026_10_1,6,18,8,Draw/Offense,3,medium
24250026_10_1,6,18,16,Draw/Offense,3,medium
24250026_10_1,6,18,18,Takeout,2,medium
24250026_10_1,6,18,20,Draw/Offense,4,medium
24250026_10_1,6,18,22,Takeout,4,medium
24250026_10_2,6,16,8,Draw/Offense,3,medium
24250026_10_2,6,16,16,Takeout,4,medium
24250026_10_2,6,16,18,Draw/Offense,1,medium
24250026_10_2,6,16,20,Draw/Offense,2,medium
24250026_10_2,6,16,22,Draw/Offense,0,medium
24250026_10_5,6,51,8,Draw/Offense,3,medium
24250026_10_5,6,51,16,Draw/Offense,3,medium
24250026_10_5,6,51,18,Draw/Offense,4,medium
24250026_10_5,6,51,20,Draw/Offense,3,medium
24250026_10_5,6,51,22,Takeout,0,medium
24250026_11_1,6,25,8,Draw/Offense,4,medium
24250026_11_1,6,25,16,Takeout,4,medium
24250026_11_1,6,25,18,Draw/Offense,4,medium
24250026_11_1,6,25,20,Draw/Offense,3,medium
24250026_11_1,6,25,22,Draw/Offense,4,medium
24250026_11_2,6,44,8,Draw/Offense,4,medium
24250026_11_2,6,44,16,Draw/Offense,4,medium
24250026_11_2,6,44,18,Takeout,1,medium
24250026_11_2,6,44,20,Takeout,2,medium
24250026_11_2,6,44,22,Takeout,2,medium
24250026_11_2,7,10,8,Draw/Offense,4,high
24250026_11_2,7,10,16,Takeout,4,high
24250026_11_2,7,10,18,Draw/Offense,4,high
24250026_11_2,7,10,20,Takeout,4,high
24250026_11_2,7,10,22,Takeout,4,high
24250026_11_3,5,43,8,Draw/Offense,4,low
24250026_11_3,5,43,16,Guard/Setup,4,low
24250026_11_3,5,43,18,Draw/Offense,4,low
24250026_11_3,5,43,20,Takeout,2,low
24250026_11_3,5,43,22,Draw/Offense,4,low
24250026_11_3,6,12,8,Draw/Offense,0,medium
24250026_11_3,6,12,16,Draw/Offense,2,medium
24250026_11_3,6,12,18,Draw/Offense,2,medium
24250026_11_3,6,12,20,Draw/Offense,4,medium
24250026_11_3,6,12,22,Takeout,4,medium
24250026_11_4,6,14,8,Draw/Offense,3,medium
24250026_11_4,6,14,16,Draw/Offense,3,medium
24250026_11_4,6,14,18,Takeout,2,medium
24250026_11_4,6,14,20,Draw/Offense,3,medium
24250026_11_4,6,14,22,Takeout,4,medium
24250026_11_5,7,15,8,Guard/Setup,4,medium
24250026_11_5,7,15,16,Takeout,1,medium
24250026_11_5,7,15,18,Takeout,3,medium
24250026_11_5,7,15,20,Draw/Offense,2,medium
24250026_11_5,7,15,22,Takeout,4,medium
24250026_12_1,7,51,8,Draw/Offense,4,high
24250026_12_1,7,51,16,Takeout,4,high
24250026_12_1,7,51,18,Draw/Offense,0,high
24250026_12_1,7,51,20,Draw/Offense,4,high
24250026_12_1,7,51,22,Draw/Offense,4,high
24250026_12_1,8,30,8,Draw/Offense,4,very_high
24250026_12_1,8,30,16,Takeout,4,very_high
24250026_12_1,8,30,18,Takeout,4,very_high
24250026_12_1,8,30,20,Takeout,4,very_high
24250026_12_1,8,30,22,Draw/Offense,4,very_high
24250026_12_3,6,22,8,Guard/Setup,4,medium
24250026_12_3,6,22,16,Draw/Offense,0,medium
24250026_12_3,6,22,18,Draw/Offense,2,medium
24250026_12_3,6,22,20,Takeout,4,medium
24250026_12_3,6,22,22,Draw/Offense,0,medium
24250026_12_5,5,16,8,Draw/Offense,4,low
24250026_12_5,5,16,16,Draw/Offense,2,low
24250026_12_5,5,16,18,Draw/Offense,0,low
24250026_12_5,5,16,20,Takeout,4,low
24250026_12_5,5,16,22,Draw/Offense,4,low
24250026_13_1,5,43,8,Guard/Setup,4,low
24250026_13_1,5,43,16,Draw/Offense,4,low
24250026_13_1,5,43,18,Draw/Offense,4,low
24250026_13_1,5,43,20,Guard/Setup,1,low
24250026_13_1,5,43,22,Takeout,4,low
24250026_13_2,7,14,8,Draw/Offense,4,very_high
24250026_13_2,7,14,16,Draw/Offense,4,very_high
24250026_13_2,7,14,18,Takeout,4,very_high
24250026_13_2,7,14,20,Takeout,4,very_high
24250026_13_2,7,14,22,Takeout,4,very_high
24250026_13_3,5,15,8,Guard/Setup,3,medium
24250026_13_3,5,15,16,Draw/Offense,2,medium
24250026_13_3,5,15,18,Takeout,2,medium
24250026_13_3,5,15,20,Draw/Offense,0,medium
24250026_13_3,5,15,22,Takeout,4,medium
24250026_13_3,8,25,8,Draw/Offense,4,high
24250026_13_3,8,25,16,Takeout,2,high
24250026_13_3,8,25,18,Draw/Offense,3,high
24250026_13_3,8,25,20,Takeout,2,high
24250026_13_3,8,25,22,Draw/Offense,4,high
24250026_13_5,3,12,8,Draw/Offense,2,low
24250026_13_5,3,12,16,Takeout,3,low
24250026_13_5,3,12,18,Takeout,3,low
24250026_13_5,3,12,20,Draw/Offense,0,low
24250026_13_5,3,12,22,Takeout,1,low
24250026_13_5,6,10,8,Draw/Offense,4,medium
24250026_13_5,6,10,16,Takeout,4,medium
24250026_13_5,6,10,18,Takeout,4,medium
24250026_13_5,6,10,20,Takeout,4,medium
24250026_13_5,6,10,22,Takeout,4,medium
24250026_14_1,7,46,8,Draw/Offense,4,high
24250026_14_1,7,46,16,Takeout,4,high
24250026_14_1,7,46,18,Takeout,4,high
24250026_14_1,7,46,20,Draw/Offense,4,high
24250026_14_1,7,46,22,Takeout,0,high
24250026_14_2,7,20,8,Guard/Setup,4,medium
24250026_14_2,7,20,16,Draw/Offense,4,medium
24250026_14_2,7,20,18,Guard/Setup,4,medium
24250026_14_2,7,20,20,Draw/Offense,4,medium
24250026_14_2,7,20,22,Takeout,4,medium
24250026_14_3,3,51,8,Guard/Setup,1,low
24250026_14_3,3,51,16,Draw/Offense,0,low
24250026_14_3,3,51,18,Takeout,3,low
24250026_14_3,3,51,20,Draw/Offense,3,low
24250026_14_3,3,51,22,Takeout,4,low
24250026_14_3,7,16,8,Draw/Offense,0,medium
24250026_14_3,7,16,16,Takeout,4,medium
24250026_14_3,7,16,18,Takeout,4,medium
24250026_14_3,7,16,20,Takeout,4,medium
24250026_14_3,7,16,22,Other,-1,medium
24250026_14_4,6,30,8,Draw/Offense,4,medium
24250026_14_4,6,30,16,Takeout,4,medium
24250026_14_4,6,30,18,Draw/Offense,4,medium
24250026_14_4,6,30,20,Draw/Offense,3,medium
24250026_14_4,6,30,22,Takeout,4,medium
24250026_14_5,6,34,8,Draw/Offense,4,medium
24250026_14_5,6,34,16,Draw/Offense,0,medium
24250026_14_5,6,34,18,Takeout,4,medium
24250026_14_5,6,34,20,Takeout,2,medium
24250026_14_5,6,34,22,Draw/Offense,0,medium
24250026_14_5,8,22,8,Takeout,3,medium
24250026_14_5,8,22,16,Takeout,4,medium
24250026_14_5,8,22,18,Takeout,4,medium
24250026_14_5,8,22,20,Takeout,4,medium
24250026_14_5,8,22,22,Other,-1,medium
24250026_15_2,6,12,8,Draw/Offense,4,medium
24250026_15_2,6,12,16,Takeout,2,medium
24250026_15_2,6,12,18,Takeout,4,medium
24250026_15_2,6,12,20,Draw/Offense,2,medium
24250026_15_2,6,12,22,Draw/Offense,0,medium
24250026_15_3,5,19,8,Draw/Offense,3,low
24250026_15_3,5,19,16,Guard/Setup,4,low
24250026_15_3,5,19,18,Draw/Offense,4,low
24250026_15_3,5,19,20,Draw/Offense,4,low
24250026_15_3,5,19,22,Draw/Offense,4,low
24250026_15_4,6,43,8,Draw/Offense,4,medium
24250026_15_4,6,43,16,Draw/Offense,4,medium
24250026_15_4,6,43,18,Draw/Offense,4,medium
24250026_15_4,6,43,20,Draw/Offense,4,medium
24250026_15_4,6,43,22,Draw/Offense,4,medium
24250026_15_5,5,25,8,Draw/Offense,4,low
24250026_15_5,5,25,16,Guard/Setup,4,low
24250026_15_5,5,25,18,Draw/Offense,3,low
24250026_15_5,5,25,20,Draw/Offense,3,low
24250026_15_5,5,25,22,Draw/Offense,4,low
24250026_16_4,6,34,8,Guard/Setup,3,medium
24250026_16_4,6,34,16,Draw/Offense,1,medium
24250026_16_4,6,34,18,Draw/Offense,2,medium
24250026_16_4,6,34,20,Takeout,2,medium
24250026_16_4,6,34,22,Draw/Offense,4,medium
24250026_16_4,7,46,8,Guard/Setup,0,high
24250026_16_4,7,46,16,Takeout,4,high
24250026_16_4,7,46,18,Takeout,4,high
24250026_16_4,7,46,20,Takeout,4,high
24250026_16_4,7,46,22,Takeout,4,high
24250026_16_5,5,51,8,Draw/Offense,0,medium
24250026_16_5,5,51,16,Draw/Offense,2,medium
24250026_16_5,5,51,18,Draw/Offense,4,medium
24250026_16_5,5,51,20,Takeout,4,medium
24250026_16_5,5,51,22,Draw/Offense,4,medium
24250026_17_1,5,12,8,Draw/Offense,4,medium
24250026_17_1,5,12,16,Draw/Offense,4,medium
24250026_17_1,5,12,18,Draw/Offense,4,medium
24250026_17_1,5,12,20,Draw/Offense,0,medium
24250026_17_1,5,12,22,Draw/Offense,4,medium
24250026_17_2,6,25,8,Guard/Setup,4,medium
24250026_17_2,6,25,16,Draw/Offense,2,medium
24250026_17_2,6,25,18,Draw/Offense,4,medium
24250026_17_2,6,25,20,Draw/Offense,4,medium
24250026_17_2,6,25,22,Draw/Offense,0,medium
24250026_17_2,7,24,8,Guard/Setup,2,medium
24250026_17_2,7,24,16,Takeout,4,medium
24250026_17_2,7,24,18,Draw/Offense,1,medium
24250026_17_2,7,24,20,Draw/Offense,3,medium
24250026_17_2,7,24,22,Takeout,0,medium
24250026_17_4,6,15,8,Guard/Setup,4,medium
24250026_17_4,6,15,16,Draw/Offense,2,medium
24250026_17_4,6,15,18,Draw/Offense,2,medium
24250026_17_4,6,15,20,Takeout,0,medium
24250026_17_4,6,15,22,Takeout,4,medium
24250026_17_4,7,44,8,Guard/Setup,0,high
24250026_17_4,7,44,16,Takeout,4,high
24250026_17_4,7,44,18,Draw/Offense,0,high
24250026_17_4,7,44,20,Draw/Offense,3,high
24250026_17_4,7,44,22,Draw/Offense,4,high
24250026_17_5,6,14,8,Draw/Offense,4,medium
24250026_17_5,6,14,16,Draw/Offense,3,medium
24250026_17_5,6,14,18,Draw/Offense,4,medium
24250026_17_5,6,14,20,Takeout,4,medium
24250026_17_5,6,14,22,Takeout,4,medium
24250026_18_2,8,51,8,Draw/Offense,3,medium
24250026_18_2,8,51,16,Draw/Offense,2,medium
24250026_18_2,8,51,18,Takeout,4,medium
24250026_18_2,8,51,20,Takeout,0,medium
24250026_18_2,8,51,22,Other,-1,medium
24250026_18_3,6,30,8,Guard/Setup,2,medium
24250026_18_3,6,30,16,Draw/Offense,2,medium
24250026_18_3,6,30,18,Takeout,3,medium
24250026_18_3,6,30,20,Takeout,2,medium
24250026_18_3,6,30,22,Takeout,0,medium
24250026_18_3,8,46,8,Draw/Offense,4,high
24250026_18_3,8,46,16,Takeout,2,high
24250026_18_3,8,46,18,Takeout,4,high
24250026_18_3,8,46,20,Draw/Offense,4,high
24250026_18_3,8,46,22,Other,-1,high
24250026_18_4,5,16,8,Draw/Offense,2,medium
24250026_18_4,5,16,16,Draw/Offense,3,medium
24250026_18_4,5,16,18,Draw/Offense,3,medium
24250026_18_4,5,16,20,Draw/Offense,3,medium
24250026_18_4,5,16,22,Draw/Offense,2,medium
24250026_41_1,6,37,8,Draw/Offense,3,medium
24250026_41_1,6,37,16,Takeout,4,medium
24250026_41_1,6,37,18,Takeout,4,medium
24250026_41_1,6,37,20,Takeout,4,medium
24250026_41_1,6,37,22,Takeout,4,medium
24250026_41_2,5,20,8,Guard/Setup,3,low
24250026_41_2,5,20,16,Draw/Offense,4,low
24250026_41_2,5,20,18,Takeout,4,low
24250026_41_2,5,20,20,Takeout,4,low
24250026_41_2,5,20,22,Draw/Offense,4,low
24250026_41_2,7,14,8,Draw/Offense,4,high
24250026_41_2,7,14,16,Takeout,4,high
24250026_41_2,7,14,18,Takeout,4,high
24250026_41_2,7,14,20,Draw/Offense,2,high
24250026_41_2,7,14,22,Takeout,4,high
24250026_45_1,4,51,8,Draw/Offense,3,low
24250026_45_1,4,51,16,Draw/Offense,3,low
24250026_45_1,4,51,18,Draw/Offense,4,low
24250026_45_1,4,51,20,Takeout,0,low
24250026_45_1,4,51,22,Draw/Offense,2,low
24250026_45_2,7,22,8,Draw/Offense,4,very_high
24250026_45_2,7,22,16,Draw/Offense,4,very_high
24250026_45_2,7,22,18,Takeout,3,very_high
24250026_45_2,7,22,20,Takeout,4,very_high
24250026_45_2,7,22,22,Draw/Offense,4,very_high
24250026_45_2,8,43,8,Draw/Offense,4,very_high
24250026_45_2,8,43,16,Draw/Offense,4,very_high
24250026_45_2,8,43,18,Takeout,4,very_high
24250026_45_2,8,43,20,Draw/Offense,4,very_high
24250026_45_2,8,43,22,Takeout,0,very_high
24250026_46_2,8,14,8,Guard/Setup,0,high
24250026_46_2,8,14,16,Takeout,4,high
24250026_46_2,8,14,18,Takeout,4,high
24250026_46_2,8,14,20,Draw/Offense,4,high
24250026_46_2,8,14,22,Takeout,4,high
